,Date_Time,CO(GT)
1809,2004-05-25 03:00:00,2.1527495439145157
1810,2004-05-25 04:00:00,2.1527495439145157
1811,2004-05-25 05:00:00,0.1
1812,2004-05-25 06:00:00,0.2
1813,2004-05-25 07:00:00,1.1
1814,2004-05-25 08:00:00,3.0
1815,2004-05-25 09:00:00,2.1
1816,2004-05-25 10:00:00,2.6
1817,2004-05-25 11:00:00,3.2
1818,2004-05-25 12:00:00,2.1
1819,2004-05-25 13:00:00,2.2
1820,2004-05-25 14:00:00,2.4
1821,2004-05-25 15:00:00,2.1527495439145157
1822,2004-05-25 16:00:00,2.1527495439145157
1823,2004-05-25 17:00:00,2.1527495439145157
1824,2004-05-25 18:00:00,2.1527495439145157
1825,2004-05-25 19:00:00,2.1527495439145157
1826,2004-05-25 20:00:00,2.1527495439145157
1827,2004-05-25 21:00:00,2.1527495439145157
1828,2004-05-25 22:00:00,2.1527495439145157
1829,2004-05-25 23:00:00,2.1527495439145157
1830,2004-05-26 00:00:00,2.1527495439145157
1831,2004-05-26 01:00:00,2.1527495439145157
1832,2004-05-26 02:00:00,2.1527495439145157
1833,2004-05-26 03:00:00,2.1527495439145157
1834,2004-05-26 04:00:00,2.1527495439145157
1835,2004-05-26 05:00:00,2.1527495439145157
1836,2004-05-26 06:00:00,2.1527495439145157
1837,2004-05-26 07:00:00,2.1527495439145157
1838,2004-05-26 08:00:00,2.1527495439145157
1839,2004-05-26 09:00:00,4.0
1840,2004-05-26 10:00:00,2.2
1841,2004-05-26 11:00:00,1.8
1842,2004-05-26 12:00:00,1.6
1843,2004-05-26 13:00:00,1.8
1844,2004-05-26 14:00:00,1.6
1845,2004-05-26 15:00:00,1.6
1846,2004-05-26 16:00:00,1.3
1847,2004-05-26 17:00:00,2.1527495439145157
1848,2004-05-26 18:00:00,2.1527495439145157
1849,2004-05-26 19:00:00,2.1527495439145157
1850,2004-05-26 20:00:00,2.1527495439145157
1851,2004-05-26 21:00:00,2.1527495439145157
1852,2004-05-26 22:00:00,2.1527495439145157
1853,2004-05-26 23:00:00,2.1527495439145157
1854,2004-05-27 00:00:00,2.1527495439145157
1855,2004-05-27 01:00:00,2.1527495439145157
1856,2004-05-27 02:00:00,2.1527495439145157
1857,2004-05-27 03:00:00,2.1527495439145157
1858,2004-05-27 04:00:00,2.1527495439145157
1859,2004-05-27 05:00:00,2.1527495439145157
1860,2004-05-27 06:00:00,2.1527495439145157
1861,2004-05-27 07:00:00,2.1527495439145157
1862,2004-05-27 08:00:00,2.1527495439145157
1863,2004-05-27 09:00:00,2.1527495439145157
1864,2004-05-27 10:00:00,2.1527495439145157
1865,2004-05-27 11:00:00,2.1527495439145157
1866,2004-05-27 12:00:00,2.1527495439145157
1867,2004-05-27 13:00:00,2.1527495439145157
1868,2004-05-27 14:00:00,2.1527495439145157
1869,2004-05-27 15:00:00,2.1527495439145157
1870,2004-05-27 16:00:00,2.1527495439145157
1871,2004-05-27 17:00:00,2.1527495439145157
1872,2004-05-27 18:00:00,2.1527495439145157
1873,2004-05-27 19:00:00,2.1527495439145157
1874,2004-05-27 20:00:00,2.1527495439145157
1875,2004-05-27 21:00:00,2.1527495439145157
1876,2004-05-27 22:00:00,2.1527495439145157
1877,2004-05-27 23:00:00,2.1527495439145157
1878,2004-05-28 00:00:00,2.1527495439145157
1879,2004-05-28 01:00:00,2.1527495439145157
1880,2004-05-28 02:00:00,2.1527495439145157
1881,2004-05-28 03:00:00,2.1527495439145157
1882,2004-05-28 04:00:00,2.1527495439145157
1883,2004-05-28 05:00:00,2.1527495439145157
1884,2004-05-28 06:00:00,2.1527495439145157
1885,2004-05-28 07:00:00,2.1527495439145157
1886,2004-05-28 08:00:00,2.1527495439145157
1887,2004-05-28 09:00:00,2.1527495439145157
1888,2004-05-28 10:00:00,2.1527495439145157
1889,2004-05-28 11:00:00,2.1527495439145157
1890,2004-05-28 12:00:00,2.1527495439145157
1891,2004-05-28 13:00:00,2.1527495439145157
1892,2004-05-28 14:00:00,2.1527495439145157
1893,2004-05-28 15:00:00,1.7
1894,2004-05-28 16:00:00,1.7
1895,2004-05-28 17:00:00,2.1
1896,2004-05-28 18:00:00,2.2
1897,2004-05-28 19:00:00,1.8
1898,2004-05-28 20:00:00,1.8
1899,2004-05-28 21:00:00,0.9
1900,2004-05-28 22:00:00,1.0
1901,2004-05-28 23:00:00,2.0
1902,2004-05-29 00:00:00,1.8
1903,2004-05-29 01:00:00,1.1
1904,2004-05-29 02:00:00,0.6
1905,2004-05-29 03:00:00,0.3
1906,2004-05-29 04:00:00,2.1527495439145157
1907,2004-05-29 05:00:00,2.1527495439145157
1908,2004-05-29 06:00:00,0.1
1909,2004-05-29 07:00:00,0.5
1910,2004-05-29 08:00:00,0.6
1911,2004-05-29 09:00:00,0.5
1912,2004-05-29 10:00:00,0.7
1913,2004-05-29 11:00:00,0.7
1914,2004-05-29 12:00:00,0.9
1915,2004-05-29 13:00:00,0.7
1916,2004-05-29 14:00:00,0.4
1917,2004-05-29 15:00:00,0.5
1918,2004-05-29 16:00:00,0.6
1919,2004-05-29 17:00:00,0.6
1920,2004-05-29 18:00:00,0.8
1921,2004-05-29 19:00:00,1.0
1922,2004-05-29 20:00:00,1.2
1923,2004-05-29 21:00:00,1.0
1924,2004-05-29 22:00:00,1.3
1925,2004-05-29 23:00:00,2.7
1926,2004-05-30 00:00:00,2.7
1927,2004-05-30 01:00:00,1.6
1928,2004-05-30 02:00:00,0.6
1929,2004-05-30 03:00:00,0.3
1930,2004-05-30 04:00:00,2.1527495439145157
1931,2004-05-30 05:00:00,0.1
1932,2004-05-30 06:00:00,0.1
1933,2004-05-30 07:00:00,0.2
1934,2004-05-30 08:00:00,0.3
1935,2004-05-30 09:00:00,0.3
1936,2004-05-30 10:00:00,0.4
1937,2004-05-30 11:00:00,0.3
1938,2004-05-30 12:00:00,0.3
1939,2004-05-30 13:00:00,0.1
1940,2004-05-30 14:00:00,0.1
1941,2004-05-30 15:00:00,0.2
1942,2004-05-30 16:00:00,0.6
1943,2004-05-30 17:00:00,0.5
1944,2004-05-30 18:00:00,0.9
1945,2004-05-30 19:00:00,1.1
1946,2004-05-30 20:00:00,1.3
1947,2004-05-30 21:00:00,1.5
1948,2004-05-30 22:00:00,1.2
1949,2004-05-30 23:00:00,0.4
1950,2004-05-31 00:00:00,0.2
1951,2004-05-31 01:00:00,0.3
1952,2004-05-31 02:00:00,2.1527495439145157
1953,2004-05-31 03:00:00,2.1527495439145157
1954,2004-05-31 04:00:00,2.1527495439145157
1955,2004-05-31 05:00:00,2.1527495439145157
1956,2004-05-31 06:00:00,0.5
1957,2004-05-31 07:00:00,1.6
1958,2004-05-31 08:00:00,3.6
1959,2004-05-31 09:00:00,2.2
1960,2004-05-31 10:00:00,1.6
1961,2004-05-31 11:00:00,1.4
1962,2004-05-31 12:00:00,1.4
1963,2004-05-31 13:00:00,1.5
1964,2004-05-31 14:00:00,1.3
1965,2004-05-31 15:00:00,1.2
1966,2004-05-31 16:00:00,1.8
1967,2004-05-31 17:00:00,3.0
1968,2004-05-31 18:00:00,3.5
1969,2004-05-31 19:00:00,2.4
1970,2004-05-31 20:00:00,1.1
1971,2004-05-31 21:00:00,0.8
1972,2004-05-31 22:00:00,0.4
1973,2004-05-31 23:00:00,0.6
1974,2004-06-01 00:00:00,0.3
1975,2004-06-01 01:00:00,2.1527495439145157
1976,2004-06-01 02:00:00,2.1527495439145157
1977,2004-06-01 03:00:00,2.1527495439145157
1978,2004-06-01 04:00:00,2.1527495439145157
1979,2004-06-01 05:00:00,0.1
1980,2004-06-01 06:00:00,0.3
1981,2004-06-01 07:00:00,1.4
1982,2004-06-01 08:00:00,2.7
1983,2004-06-01 09:00:00,2.3
1984,2004-06-01 10:00:00,1.8
1985,2004-06-01 11:00:00,1.6
1986,2004-06-01 12:00:00,1.9
1987,2004-06-01 13:00:00,2.5
1988,2004-06-01 14:00:00,1.6
1989,2004-06-01 15:00:00,1.5
1990,2004-06-01 16:00:00,2.5
1991,2004-06-01 17:00:00,3.6
1992,2004-06-01 18:00:00,3.5
1993,2004-06-01 19:00:00,4.8
1994,2004-06-01 20:00:00,3.7
1995,2004-06-01 21:00:00,2.1
1996,2004-06-01 22:00:00,1.6
1997,2004-06-01 23:00:00,2.2
1998,2004-06-02 00:00:00,0.8
1999,2004-06-02 01:00:00,2.1527495439145157
2000,2004-06-02 02:00:00,2.1527495439145157
2001,2004-06-02 03:00:00,2.1527495439145157
2002,2004-06-02 04:00:00,2.1527495439145157
2003,2004-06-02 05:00:00,2.1527495439145157
2004,2004-06-02 06:00:00,2.1527495439145157
2005,2004-06-02 07:00:00,2.1527495439145157
2006,2004-06-02 08:00:00,2.1527495439145157
2007,2004-06-02 09:00:00,2.1527495439145157
2008,2004-06-02 10:00:00,2.1527495439145157
2009,2004-06-02 11:00:00,2.1527495439145157
2010,2004-06-02 12:00:00,2.1527495439145157
2011,2004-06-02 13:00:00,2.1527495439145157
2012,2004-06-02 14:00:00,2.1527495439145157
2013,2004-06-02 15:00:00,2.1527495439145157
2014,2004-06-02 16:00:00,2.1527495439145157
2015,2004-06-02 17:00:00,2.1527495439145157
2016,2004-06-02 18:00:00,2.1527495439145157
2017,2004-06-02 19:00:00,2.1527495439145157
2018,2004-06-02 20:00:00,2.1527495439145157
2019,2004-06-02 21:00:00,2.1527495439145157
2020,2004-06-02 22:00:00,2.1527495439145157
2021,2004-06-02 23:00:00,2.1527495439145157
2022,2004-06-03 00:00:00,2.1527495439145157
2023,2004-06-03 01:00:00,2.1527495439145157
2024,2004-06-03 02:00:00,2.1527495439145157
2025,2004-06-03 03:00:00,2.1527495439145157
2026,2004-06-03 04:00:00,2.1527495439145157
2027,2004-06-03 05:00:00,2.1527495439145157
2028,2004-06-03 06:00:00,2.1527495439145157
2029,2004-06-03 07:00:00,2.1527495439145157
2030,2004-06-03 08:00:00,2.1527495439145157
2031,2004-06-03 09:00:00,2.1527495439145157
2032,2004-06-03 10:00:00,2.1527495439145157
2033,2004-06-03 11:00:00,2.1527495439145157
2034,2004-06-03 12:00:00,2.1527495439145157
2035,2004-06-03 13:00:00,2.1527495439145157
2036,2004-06-03 14:00:00,2.1527495439145157
2037,2004-06-03 15:00:00,2.1527495439145157
2038,2004-06-03 16:00:00,2.1527495439145157
2039,2004-06-03 17:00:00,2.1527495439145157
2040,2004-06-03 18:00:00,2.1527495439145157
2041,2004-06-03 19:00:00,2.1527495439145157
2042,2004-06-03 20:00:00,2.1527495439145157
2043,2004-06-03 21:00:00,2.1527495439145157
2044,2004-06-03 22:00:00,2.1527495439145157
2045,2004-06-03 23:00:00,2.1527495439145157
2046,2004-06-04 00:00:00,2.1527495439145157
2047,2004-06-04 01:00:00,2.1527495439145157
2048,2004-06-04 02:00:00,2.1527495439145157
2049,2004-06-04 03:00:00,2.1527495439145157
2050,2004-06-04 04:00:00,2.1527495439145157
2051,2004-06-04 05:00:00,2.1527495439145157
2052,2004-06-04 06:00:00,2.1527495439145157
2053,2004-06-04 07:00:00,2.1527495439145157
2054,2004-06-04 08:00:00,2.1527495439145157
2055,2004-06-04 09:00:00,2.1527495439145157
2056,2004-06-04 10:00:00,2.1527495439145157
2057,2004-06-04 11:00:00,2.1527495439145157
2058,2004-06-04 12:00:00,2.1527495439145157
2059,2004-06-04 13:00:00,2.1527495439145157
2060,2004-06-04 14:00:00,2.1527495439145157
2061,2004-06-04 15:00:00,2.1527495439145157
2062,2004-06-04 16:00:00,2.7
2063,2004-06-04 17:00:00,3.6
2064,2004-06-04 18:00:00,3.3
2065,2004-06-04 19:00:00,3.6
2066,2004-06-04 20:00:00,2.9
2067,2004-06-04 21:00:00,1.9
2068,2004-06-04 22:00:00,2.0
2069,2004-06-04 23:00:00,2.9
2070,2004-06-05 00:00:00,2.7
2071,2004-06-05 01:00:00,1.5
2072,2004-06-05 02:00:00,1.6
2073,2004-06-05 03:00:00,1.3
2074,2004-06-05 04:00:00,0.7
2075,2004-06-05 05:00:00,0.7
2076,2004-06-05 06:00:00,1.2
2077,2004-06-05 07:00:00,1.5
2078,2004-06-05 08:00:00,1.5
2079,2004-06-05 09:00:00,1.6
2080,2004-06-05 10:00:00,1.1
2081,2004-06-05 11:00:00,1.1
2082,2004-06-05 12:00:00,1.4
2083,2004-06-05 13:00:00,1.4
2084,2004-06-05 14:00:00,1.0
2085,2004-06-05 15:00:00,1.3
2086,2004-06-05 16:00:00,1.9
2087,2004-06-05 17:00:00,1.7
2088,2004-06-05 18:00:00,2.3
2089,2004-06-05 19:00:00,2.4
2090,2004-06-05 20:00:00,1.8
2091,2004-06-05 21:00:00,0.6
2092,2004-06-05 22:00:00,0.8
2093,2004-06-05 23:00:00,1.7
2094,2004-06-06 00:00:00,1.1
2095,2004-06-06 01:00:00,0.6
2096,2004-06-06 02:00:00,1.1
2097,2004-06-06 03:00:00,1.1
2098,2004-06-06 04:00:00,1.0
2099,2004-06-06 05:00:00,0.5
2100,2004-06-06 06:00:00,0.7
2101,2004-06-06 07:00:00,1.0
2102,2004-06-06 08:00:00,1.2
2103,2004-06-06 09:00:00,0.7
2104,2004-06-06 10:00:00,0.9
2105,2004-06-06 11:00:00,0.8
2106,2004-06-06 12:00:00,0.8
2107,2004-06-06 13:00:00,0.5
2108,2004-06-06 14:00:00,0.5
2109,2004-06-06 15:00:00,0.7
2110,2004-06-06 16:00:00,0.9
2111,2004-06-06 17:00:00,1.0
2112,2004-06-06 18:00:00,1.2
2113,2004-06-06 19:00:00,1.3
2114,2004-06-06 20:00:00,1.6
2115,2004-06-06 21:00:00,1.4
2116,2004-06-06 22:00:00,1.7
2117,2004-06-06 23:00:00,1.7
2118,2004-06-07 00:00:00,1.4
2119,2004-06-07 01:00:00,0.8
2120,2004-06-07 02:00:00,0.4
2121,2004-06-07 03:00:00,0.3
2122,2004-06-07 04:00:00,2.1527495439145157
2123,2004-06-07 05:00:00,0.5
2124,2004-06-07 06:00:00,1.5
2125,2004-06-07 07:00:00,2.6
2126,2004-06-07 08:00:00,4.3
2127,2004-06-07 09:00:00,3.1
2128,2004-06-07 10:00:00,2.9
2129,2004-06-07 11:00:00,2.5
2130,2004-06-07 12:00:00,1.9
2131,2004-06-07 13:00:00,2.5
2132,2004-06-07 14:00:00,2.5
2133,2004-06-07 15:00:00,2.8
2134,2004-06-07 16:00:00,2.3
2135,2004-06-07 17:00:00,3.3
2136,2004-06-07 18:00:00,2.8
2137,2004-06-07 19:00:00,4.8
2138,2004-06-07 20:00:00,2.5
2139,2004-06-07 21:00:00,2.0
2140,2004-06-07 22:00:00,1.8
2141,2004-06-07 23:00:00,1.7
2142,2004-06-08 00:00:00,1.3
2143,2004-06-08 01:00:00,0.7
2144,2004-06-08 02:00:00,0.5
2145,2004-06-08 03:00:00,0.4
2146,2004-06-08 04:00:00,0.3
2147,2004-06-08 05:00:00,0.5
2148,2004-06-08 06:00:00,1.4
2149,2004-06-08 07:00:00,3.3
2150,2004-06-08 08:00:00,5.8
2151,2004-06-08 09:00:00,5.0
2152,2004-06-08 10:00:00,3.5
2153,2004-06-08 11:00:00,2.9
2154,2004-06-08 12:00:00,2.5
2155,2004-06-08 13:00:00,2.3
2156,2004-06-08 14:00:00,2.4
2157,2004-06-08 15:00:00,2.6
2158,2004-06-08 16:00:00,2.2
2159,2004-06-08 17:00:00,3.5
2160,2004-06-08 18:00:00,3.9
2161,2004-06-08 19:00:00,4.5
2162,2004-06-08 20:00:00,3.8
2163,2004-06-08 21:00:00,2.8
2164,2004-06-08 22:00:00,1.7
2165,2004-06-08 23:00:00,1.2
2166,2004-06-09 00:00:00,1.6
2167,2004-06-09 01:00:00,1.0
2168,2004-06-09 02:00:00,0.9
2169,2004-06-09 03:00:00,0.5
2170,2004-06-09 04:00:00,0.5
2171,2004-06-09 05:00:00,0.5
2172,2004-06-09 06:00:00,1.0
2173,2004-06-09 07:00:00,3.5
2174,2004-06-09 08:00:00,6.4
2175,2004-06-09 09:00:00,2.9
2176,2004-06-09 10:00:00,3.4
2177,2004-06-09 11:00:00,2.8
2178,2004-06-09 12:00:00,2.8
2179,2004-06-09 13:00:00,2.8
2180,2004-06-09 14:00:00,2.3
2181,2004-06-09 15:00:00,1.8
2182,2004-06-09 16:00:00,2.0
2183,2004-06-09 17:00:00,3.5
2184,2004-06-09 18:00:00,4.9
2185,2004-06-09 19:00:00,4.6
2186,2004-06-09 20:00:00,3.4
2187,2004-06-09 21:00:00,2.7
2188,2004-06-09 22:00:00,1.9
2189,2004-06-09 23:00:00,1.5
2190,2004-06-10 00:00:00,1.0
2191,2004-06-10 01:00:00,0.7
2192,2004-06-10 02:00:00,1.0
2193,2004-06-10 03:00:00,0.6
2194,2004-06-10 04:00:00,2.1527495439145157
2195,2004-06-10 05:00:00,0.9
2196,2004-06-10 06:00:00,1.2
2197,2004-06-10 07:00:00,2.9
2198,2004-06-10 08:00:00,4.8
2199,2004-06-10 09:00:00,4.3
2200,2004-06-10 10:00:00,3.1
2201,2004-06-10 11:00:00,2.4
2202,2004-06-10 12:00:00,2.8
2203,2004-06-10 13:00:00,2.5
2204,2004-06-10 14:00:00,2.6
2205,2004-06-10 15:00:00,2.3
2206,2004-06-10 16:00:00,2.4
2207,2004-06-10 17:00:00,3.5
2208,2004-06-10 18:00:00,4.8
2209,2004-06-10 19:00:00,5.1
2210,2004-06-10 20:00:00,4.7
2211,2004-06-10 21:00:00,2.4
2212,2004-06-10 22:00:00,2.5
2213,2004-06-10 23:00:00,2.7
2214,2004-06-11 00:00:00,1.5
2215,2004-06-11 01:00:00,1.1
2216,2004-06-11 02:00:00,0.6
2217,2004-06-11 03:00:00,0.5
2218,2004-06-11 04:00:00,0.4
2219,2004-06-11 05:00:00,0.6
2220,2004-06-11 06:00:00,1.0
2221,2004-06-11 07:00:00,4.6
2222,2004-06-11 08:00:00,4.8
2223,2004-06-11 09:00:00,4.0
2224,2004-06-11 10:00:00,2.1527495439145157
2225,2004-06-11 11:00:00,2.0
2226,2004-06-11 12:00:00,2.0
2227,2004-06-11 13:00:00,2.0
2228,2004-06-11 14:00:00,1.9
2229,2004-06-11 15:00:00,1.9
2230,2004-06-11 16:00:00,1.9
2231,2004-06-11 17:00:00,2.6
2232,2004-06-11 18:00:00,3.2
2233,2004-06-11 19:00:00,3.4
2234,2004-06-11 20:00:00,3.4
2235,2004-06-11 21:00:00,2.9
2236,2004-06-11 22:00:00,2.7
2237,2004-06-11 23:00:00,1.3
2238,2004-06-12 00:00:00,1.3
2239,2004-06-12 01:00:00,0.9
2240,2004-06-12 02:00:00,0.6
2241,2004-06-12 03:00:00,0.5
2242,2004-06-12 04:00:00,0.5
2243,2004-06-12 05:00:00,0.9
2244,2004-06-12 06:00:00,0.7
2245,2004-06-12 07:00:00,0.6
2246,2004-06-12 08:00:00,1.3
2247,2004-06-12 09:00:00,1.9
2248,2004-06-12 10:00:00,2.1
2249,2004-06-12 11:00:00,1.8
2250,2004-06-12 12:00:00,1.8
2251,2004-06-12 13:00:00,1.6
2252,2004-06-12 14:00:00,1.2
2253,2004-06-12 15:00:00,1.2
2254,2004-06-12 16:00:00,1.4
2255,2004-06-12 17:00:00,1.3
2256,2004-06-12 18:00:00,1.1
2257,2004-06-12 19:00:00,1.1
2258,2004-06-12 20:00:00,1.1
2259,2004-06-12 21:00:00,1.8
2260,2004-06-12 22:00:00,2.3
2261,2004-06-12 23:00:00,2.6
2262,2004-06-13 00:00:00,2.0
2263,2004-06-13 01:00:00,1.0
2264,2004-06-13 02:00:00,0.6
2265,2004-06-13 03:00:00,0.6
2266,2004-06-13 04:00:00,0.5
2267,2004-06-13 05:00:00,0.4
2268,2004-06-13 06:00:00,0.4
2269,2004-06-13 07:00:00,0.4
2270,2004-06-13 08:00:00,0.4
2271,2004-06-13 09:00:00,0.5
2272,2004-06-13 10:00:00,0.6
2273,2004-06-13 11:00:00,0.7
2274,2004-06-13 12:00:00,0.7
2275,2004-06-13 13:00:00,0.6
2276,2004-06-13 14:00:00,0.5
2277,2004-06-13 15:00:00,0.6
2278,2004-06-13 16:00:00,0.8
2279,2004-06-13 17:00:00,0.8
2280,2004-06-13 18:00:00,1.0
2281,2004-06-13 19:00:00,1.0
2282,2004-06-13 20:00:00,1.0
2283,2004-06-13 21:00:00,0.9
2284,2004-06-13 22:00:00,0.7
2285,2004-06-13 23:00:00,0.8
2286,2004-06-14 00:00:00,0.7
2287,2004-06-14 01:00:00,0.5
2288,2004-06-14 02:00:00,0.3
2289,2004-06-14 03:00:00,0.3
2290,2004-06-14 04:00:00,2.1527495439145157
2291,2004-06-14 05:00:00,0.3
2292,2004-06-14 06:00:00,0.7
2293,2004-06-14 07:00:00,1.5
2294,2004-06-14 08:00:00,1.8
2295,2004-06-14 09:00:00,1.4
2296,2004-06-14 10:00:00,1.5
2297,2004-06-14 11:00:00,1.2
2298,2004-06-14 12:00:00,1.2
2299,2004-06-14 13:00:00,1.3
2300,2004-06-14 14:00:00,1.0
2301,2004-06-14 15:00:00,1.4
2302,2004-06-14 16:00:00,1.6
2303,2004-06-14 17:00:00,2.7
2304,2004-06-14 18:00:00,2.3
2305,2004-06-14 19:00:00,1.5
2306,2004-06-14 20:00:00,1.4
2307,2004-06-14 21:00:00,1.0
2308,2004-06-14 22:00:00,1.1
2309,2004-06-14 23:00:00,1.2
2310,2004-06-15 00:00:00,1.2
2311,2004-06-15 01:00:00,0.7
2312,2004-06-15 02:00:00,0.5
2313,2004-06-15 03:00:00,0.4
2314,2004-06-15 04:00:00,0.4
2315,2004-06-15 05:00:00,0.5
2316,2004-06-15 06:00:00,1.0
2317,2004-06-15 07:00:00,4.4
2318,2004-06-15 08:00:00,4.0
2319,2004-06-15 09:00:00,2.4
2320,2004-06-15 10:00:00,2.1
2321,2004-06-15 11:00:00,2.7
2322,2004-06-15 12:00:00,2.8
2323,2004-06-15 13:00:00,2.3
2324,2004-06-15 14:00:00,2.0
2325,2004-06-15 15:00:00,2.6
2326,2004-06-15 16:00:00,2.7
2327,2004-06-15 17:00:00,3.1
2328,2004-06-15 18:00:00,3.1
2329,2004-06-15 19:00:00,3.6
2330,2004-06-15 20:00:00,2.9
2331,2004-06-15 21:00:00,2.2
2332,2004-06-15 22:00:00,2.0
2333,2004-06-15 23:00:00,2.1
2334,2004-06-16 00:00:00,1.9
2335,2004-06-16 01:00:00,1.4
2336,2004-06-16 02:00:00,0.8
2337,2004-06-16 03:00:00,0.6
2338,2004-06-16 04:00:00,0.6
2339,2004-06-16 05:00:00,0.5
2340,2004-06-16 06:00:00,1.0
2341,2004-06-16 07:00:00,2.7
2342,2004-06-16 08:00:00,5.0
2343,2004-06-16 09:00:00,3.3
2344,2004-06-16 10:00:00,2.4
2345,2004-06-16 11:00:00,1.7
2346,2004-06-16 12:00:00,1.7
2347,2004-06-16 13:00:00,2.4
2348,2004-06-16 14:00:00,2.2
2349,2004-06-16 15:00:00,2.2
2350,2004-06-16 16:00:00,2.3
2351,2004-06-16 17:00:00,2.6
2352,2004-06-16 18:00:00,2.3
2353,2004-06-16 19:00:00,3.3
2354,2004-06-16 20:00:00,3.5
2355,2004-06-16 21:00:00,2.5
2356,2004-06-16 22:00:00,2.5
2357,2004-06-16 23:00:00,2.4
2358,2004-06-17 00:00:00,2.5
2359,2004-06-17 01:00:00,2.1
2360,2004-06-17 02:00:00,1.0
2361,2004-06-17 03:00:00,0.8
2362,2004-06-17 04:00:00,2.1527495439145157
2363,2004-06-17 05:00:00,0.5
2364,2004-06-17 06:00:00,1.3
2365,2004-06-17 07:00:00,3.6
2366,2004-06-17 08:00:00,4.8
2367,2004-06-17 09:00:00,3.7
2368,2004-06-17 10:00:00,1.9
2369,2004-06-17 11:00:00,1.7
2370,2004-06-17 12:00:00,1.9
2371,2004-06-17 13:00:00,1.8
2372,2004-06-17 14:00:00,1.7
2373,2004-06-17 15:00:00,1.8
2374,2004-06-17 16:00:00,1.7
2375,2004-06-17 17:00:00,2.8
2376,2004-06-17 18:00:00,3.6
2377,2004-06-17 19:00:00,3.3
2378,2004-06-17 20:00:00,2.9
2379,2004-06-17 21:00:00,1.7
2380,2004-06-17 22:00:00,1.7
2381,2004-06-17 23:00:00,2.8
2382,2004-06-18 00:00:00,1.8
2383,2004-06-18 01:00:00,1.0
2384,2004-06-18 02:00:00,0.5
2385,2004-06-18 03:00:00,0.4
2386,2004-06-18 04:00:00,0.3
2387,2004-06-18 05:00:00,0.4
2388,2004-06-18 06:00:00,0.8
2389,2004-06-18 07:00:00,2.2
2390,2004-06-18 08:00:00,4.4
2391,2004-06-18 09:00:00,3.7
2392,2004-06-18 10:00:00,2.5
2393,2004-06-18 11:00:00,2.5
2394,2004-06-18 12:00:00,2.3
2395,2004-06-18 13:00:00,2.0
2396,2004-06-18 14:00:00,2.0
2397,2004-06-18 15:00:00,2.1
2398,2004-06-18 16:00:00,2.4
2399,2004-06-18 17:00:00,3.1
2400,2004-06-18 18:00:00,2.9
2401,2004-06-18 19:00:00,3.5
2402,2004-06-18 20:00:00,2.9
2403,2004-06-18 21:00:00,1.5
2404,2004-06-18 22:00:00,1.7
2405,2004-06-18 23:00:00,2.2
2406,2004-06-19 00:00:00,1.6
2407,2004-06-19 01:00:00,1.0
2408,2004-06-19 02:00:00,0.6
2409,2004-06-19 03:00:00,0.6
2410,2004-06-19 04:00:00,0.6
2411,2004-06-19 05:00:00,0.5
2412,2004-06-19 06:00:00,0.5
2413,2004-06-19 07:00:00,0.9
2414,2004-06-19 08:00:00,1.4
2415,2004-06-19 09:00:00,1.6
2416,2004-06-19 10:00:00,1.6
2417,2004-06-19 11:00:00,1.7
2418,2004-06-19 12:00:00,1.7
2419,2004-06-19 13:00:00,1.5
2420,2004-06-19 14:00:00,1.2
2421,2004-06-19 15:00:00,1.2
2422,2004-06-19 16:00:00,1.1
2423,2004-06-19 17:00:00,1.0
2424,2004-06-19 18:00:00,1.1
2425,2004-06-19 19:00:00,1.6
2426,2004-06-19 20:00:00,1.7
2427,2004-06-19 21:00:00,1.4
2428,2004-06-19 22:00:00,1.7
2429,2004-06-19 23:00:00,2.4
2430,2004-06-20 00:00:00,2.3
2431,2004-06-20 01:00:00,1.2
2432,2004-06-20 02:00:00,1.0
2433,2004-06-20 03:00:00,1.4
2434,2004-06-20 04:00:00,2.1527495439145157
2435,2004-06-20 05:00:00,1.0
2436,2004-06-20 06:00:00,0.9
2437,2004-06-20 07:00:00,0.8
2438,2004-06-20 08:00:00,1.0
2439,2004-06-20 09:00:00,1.2
2440,2004-06-20 10:00:00,1.2
2441,2004-06-20 11:00:00,1.0
2442,2004-06-20 12:00:00,1.0
2443,2004-06-20 13:00:00,0.6
2444,2004-06-20 14:00:00,0.7
2445,2004-06-20 15:00:00,0.8
2446,2004-06-20 16:00:00,1.1
2447,2004-06-20 17:00:00,1.4
2448,2004-06-20 18:00:00,2.8
2449,2004-06-20 19:00:00,2.5
2450,2004-06-20 20:00:00,1.6
2451,2004-06-20 21:00:00,1.4
2452,2004-06-20 22:00:00,2.3
2453,2004-06-20 23:00:00,4.2
2454,2004-06-21 00:00:00,3.0
2455,2004-06-21 01:00:00,2.2
2456,2004-06-21 02:00:00,0.6
2457,2004-06-21 03:00:00,0.3
2458,2004-06-21 04:00:00,0.3
2459,2004-06-21 05:00:00,0.5
2460,2004-06-21 06:00:00,1.3
2461,2004-06-21 07:00:00,2.5
2462,2004-06-21 08:00:00,3.7
2463,2004-06-21 09:00:00,2.5
2464,2004-06-21 10:00:00,1.8
2465,2004-06-21 11:00:00,1.5
2466,2004-06-21 12:00:00,1.5
2467,2004-06-21 13:00:00,1.2
2468,2004-06-21 14:00:00,1.4
2469,2004-06-21 15:00:00,1.6
2470,2004-06-21 16:00:00,1.6
